country_iso3,country_name,region,income_group,lending_type,IT.NET.USER.ZS,IT.CEL.SETS.P2,IT.NET.BBND.P2,IT.NET.SECR.P6,SE.ADT.LITR.ZS,SE.SEC.ENRR,SE.TER.ENRR,DII_equal_zmean,DII_equal_0100,DII_pillar_mean,DII_pillar_0100,pillar_access_use_pc1,pillar_quality_infra_pc1,pillar_skills_pc1,DII_primary,cluster
PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD,56.60208,139.8552,6.477549999999999,4.698565648491499,,86.16886805231557,32.364201475293044,-0.5661822984338946,46.151761905209874,-0.7973411889092038,46.13580379243541,-0.0933394230086373,-1.569564814887223,-0.7291193288317515,46.13580379243541,0
POL,Poland,Europe & Central Asia,High income,IBRD,82.6957,130.428,21.92304,10.153808963132596,,110.3766754150388,72.07969055175782,0.523361391912307,76.97586344866507,0.7358559094003994,76.92037020930182,0.5467171035362415,0.6679902535772987,0.9928603710876576,76.92037020930182,1
PRT,Portugal,Europe & Central Asia,High income,Not classified,79.015,117.3702,39.9176,9.990201817115793,,119.2803176879886,69.38908081054687,0.6618003298862729,80.89241669888094,0.9309510147986568,80.8376214461845,0.0933212354604623,1.5036512668443942,1.1958805420911138,80.8376214461845,1
PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD,72.14923999999999,120.27759999999998,8.359376000000001,6.18028766711198,93.92333221435548,84.25402175228857,,-0.2618211554632744,54.76239299777989,-0.4455987548645033,53.1983258480914,-0.064316254991845,-1.0749604012310991,-0.1975196083705659,53.1983258480914,1
PSE,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Not classified,76.37156,82.36024,7.649987999999999,6.28393354233457,97.52714209753088,90.27185481309856,45.50283930588554,-0.3587369774423252,52.02056340038167,-0.7109661810511744,47.87009951285812,-0.8791984054126811,-1.081497213493672,-0.1722029242471697,47.87009951285812,0
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,99.5459874,143.677,10.832324,6.170207884657968,,102.36492127889508,25.73415509499514,0.0191715994331883,62.711912862514865,0.029437736828333,62.73642923028311,1.4480588285613645,-0.9567474701204262,-0.402998147955939,62.73642923028311,1
ROU,Romania,Europe & Central Asia,High income,IBRD,78.37752,117.6974,29.4503,9.947857895481809,,85.72251281738282,54.28681640625,0.2029138690671527,67.91013522588113,0.2876808099597931,67.9216079951504,0.0801296027570829,0.9801930646861828,-0.1972802375638861,67.9216079951504,1
RUS,Russian Federation,Europe & Central Asia,High income,IBRD,85.42668,164.19580000000002,23.17016,9.454406557321075,,95.23604747527062,65.72258177458787,0.5682276373592365,78.24516702757,0.8018188930011275,78.24481952632057,1.4908328109466928,0.5389681420712988,0.375655725985391,78.24481952632057,1
RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA,24.00496,79.34986,0.17075732,4.400570375472146,77.3433354695638,43.39859769096805,7.01389761349002,-1.5872326992567412,17.26539276296047,-2.481178862719169,12.326574201683032,-2.7171658663353986,-1.958990442947352,-2.767380278874755,12.326574201683032,0
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,97.3794,141.1636,29.173520000000003,5.542392468878175,,108.2549024160678,73.16045638843977,0.4830546777629464,75.83555282061843,0.6789633063359503,75.77804211619694,1.3117263798860237,-0.2302519014818931,0.9554154406037204,75.77804211619694,1
SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA,49.69776,112.1022,1.0830478,3.4227316915790142,,44.94934618382337,13.73400097334412,-1.338683062051082,24.29706971515484,-1.8828193245129563,24.34084096841742,-1.0260760852371442,-2.180036528956713,-2.4423453593450124,24.34084096841742,0
SGP,Singapore,East Asia & Pacific,High income,Not classified,92.39956,158.5326,26.99414,11.884377845578529,97.39999961853027,103.888831298496,93.64626795383091,0.9658449279266976,89.49409247083567,1.468560192569002,91.6321014628993,1.5825242033776448,1.386189989074426,1.436966385254935,91.6321014628993,1
SLV,El Salvador,Latin America & Caribbean ,Upper middle income,IBRD,55.23502,167.711,9.341476,4.889514957636673,89.3081012344734,65.43462109175309,29.89380069280808,-0.4392063017202919,49.74401896746487,-0.738552823784404,47.31619627603633,0.5636825056916079,-1.3776122229882335,-1.4017287540565864,47.31619627603633,0
SMR,San Marino,Europe & Central Asia,High income,Not classified,78.13285,114.2926,33.11164,11.00499826037498,,61.17597626851877,52.4444053230265,0.1022574516709536,65.06248105807536,0.148363948921293,65.12431000498489,-0.0140326077792191,1.4464798959019152,-0.9873554413588168,65.12431000498489,1
SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD,78.76993999999999,123.6458,25.348059999999997,9.157414372335824,,93.22682189941403,68.41526336669924,0.2818089685348326,70.14214352331804,0.3966603827860279,70.10977343157722,0.2434581197036919,0.5647999533757087,0.3817230752786831,70.10977343157722,1
SUR,Suriname,Latin America & Caribbean ,Upper middle income,Blend,68.23166,140.482,16.095,8.12055978253102,,72.80599272883393,6.012283814325748,-0.3936008459712141,51.03423542358371,-0.5485066210153663,51.13207223736384,0.3137830171240848,-0.1694655952466923,-1.7898372849234916,51.13207223736384,1
SVK,Slovak Republic,Europe & Central Asia,High income,Not classified,86.24336000000001,134.7452,30.93478,10.144325663559512,,91.44275970458985,49.52264633178708,0.4093932818916463,73.75161037178634,0.5796185535524877,73.78333110115423,0.7750428300229593,1.106176474821002,-0.142363644186498,73.78333110115423,1
SVN,Slovenia,Europe & Central Asia,High income,Not classified,85.47524,122.175,30.86038,10.787150096122147,,110.2677185058596,78.84451751708983,0.6793666782054468,81.3893833732195,0.9556614603386788,81.33377445401099,0.4319532284406944,1.2771846272164489,1.1578465253588934,81.33377445401099,1
SWE,Sweden,Europe & Central Asia,High income,Not classified,93.59196,127.767,39.96886,10.382503157561825,,138.3967193603516,79.49662017822263,1.0632697628501828,92.2503224698196,1.49528637430715,92.16872778295586,0.8461884301889399,1.6127415607358746,2.0269291319966363,92.16872778295586,1
SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD,80.99918,157.12439999999998,26.50118,11.597143322868227,,98.2244548682594,29.57800105921556,0.4731830277071664,75.55627559069467,0.6715076379719108,75.62834217338596,1.163392878171048,1.284041510268471,-0.4329114745237867,75.62834217338596,1
THA,Thailand,East Asia & Pacific,Upper middle income,IBRD,74.91207999999999,172.7048,15.57184,7.49986599314908,92.04666392008464,83.48453014101946,44.101752235054235,0.1353570641889747,65.99889675791785,0.1721575353570861,65.60205369673574,1.3517940794604584,-0.3636877001102135,-0.4716337732789863,65.60205369673574,1
TJK,Tajikistan,Europe & Central Asia,Lower middle income,IDA,43.4976,116.804,0.06149615,4.363072195836086,,91.0216710881583,36.45771883173983,-0.843251428637049,38.31324466206459,-1.1902341846398636,38.24703297808462,-1.1160312180698977,-1.974522156745867,-0.4801491791038259,38.24703297808462,0
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,67.66318,127.1366,11.23448,6.020993855162282,81.23666890462239,,33.06409568786622,-0.4331334942817186,49.915823765013606,-0.5313625355000825,51.47630276048678,-0.0421536077101378,-0.9776175993853936,-0.5743163994047161,51.47630276048678,1
TUR,Turkiye,Europe & Central Asia,Upper middle income,IBRD,77.50694,97.6434,18.94762,8.814088565232282,,113.3481552124024,117.31115486145012,0.4577218824345689,75.11886686988491,0.6371269556485922,74.9380236229489,-0.455282312188552,0.1584783334210047,2.208184845713324,74.9380236229489,1
TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA,18.19666,83.87024,1.86117,3.6232975409962647,,31.495050810432357,4.851295031139971,-1.8847311242937872,8.848913695979595,-2.65241765197672,8.888326185915929,-2.7985146339736686,-2.087487566362194,-3.0712507555942965,8.888326185915929,0
UKR,Ukraine,Europe & Central Asia,Upper middle income,IBRD,73.9219,128.60219999999998,16.6774,9.01227802066365,,84.84249585091902,81.0046426402646,0.17791132946703,67.20279248569825,0.2491376818205843,67.14771304751227,0.205423654682113,0.1012877486480851,0.440701642131555,67.14771304751227,1
URY,Uruguay,Latin America & Caribbean ,High income,IBRD,85.41334,135.28879999999998,31.18418,7.830651703658712,98.8216451053375,119.1147385328602,67.7489810920313,0.5945778740586878,78.99063724497807,0.8400739841958341,79.01293107373031,0.7608342208097694,0.4897794415052565,1.2696082902724766,79.01293107373031,1
USA,United States,North America,High income,Not classified,90.34878,105.6444,35.4206,11.800666863066938,,99.70296173095704,85.59451293945311,0.7009691309627847,82.0005348151303,0.9865898894735408,81.95477633427886,0.1787380927980469,1.7755835656985444,1.005448009924031,81.95477633427886,1
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend,71.43808,96.05856,17.35866,6.236852052600039,99.9360920576376,95.17103321517054,18.55163100447616,-0.3131333144355609,53.31072913832225,-0.6624037601400816,48.845168584896946,-0.6994806658611848,-0.6194391032198887,-0.6682915113391712,48.845168584896946,0
VNM,Viet Nam,East Asia & Pacific,Lower middle income,IBRD,72.3219,140.529,17.333199999999998,8.069779000616059,,93.37317920810048,38.97776723621613,-0.0050540254531868,62.02654968886001,-0.0054227122265263,62.03647759951475,0.4525945181621051,-0.1227019168607076,-0.3461607379809766,62.03647759951475,1
ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD,70.92678,160.547,2.403398,9.56302431013146,,103.9336563743768,22.656179181068374,0.0056720191797952,62.32999845539972,0.0105455206596147,62.35709855971966,0.9108632996426868,-0.4472207152479713,-0.4320060224158712,62.35709855971966,1
