country_iso3,country_name,region,income_group,lending_type,IT.NET.USER.ZS,IT.CEL.SETS.P2,IT.NET.BBND.P2,IT.NET.SECR.P6,SE.ADT.LITR.ZS,SE.SEC.ENRR,SE.TER.ENRR,DII_equal_zmean,DII_equal_0100,DII_pca_pc1,DII_pca_0100,DII_primary,cluster
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA,36.28228,34.16913333333333,2.155006,5.133981430805313,,86.92660748917673,36.114851436110264,-1.0540194676642665,31.509245338054136,-2.334737999212452,33.43667912511692,33.43667912511692,1
MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD,75.5269,103.405,20.90132,6.200246152207892,,83.88871002197266,43.16121006011965,-0.1039437920662838,58.84770629200331,-0.1846565544647254,58.6432115038144,58.6432115038144,0
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,80.49672000000001,125.7204,38.56308,9.13107352793044,,100.48406829833982,52.653102111816416,0.618271133484269,79.62946615560152,1.571306232824583,79.22928416711721,79.22928416711721,0
MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA,23.28812,108.70136,0.3246857,2.475262292038302,89.89107928462137,72.37458038330077,,-0.9505476437168064,34.486650708464346,-2.4684611618081487,31.868972359410776,31.868972359410776,1
MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD,70.8535,173.6066,22.70114,5.743099152408775,,91.2615509033203,59.69557723999024,0.381679901253078,72.82154513359649,0.6960211850466329,68.96785851214938,68.96785851214938,0
MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA,21.18296,97.56158,0.2725385999999999,1.763016747300641,,33.64983556180258,5.524768645964636,-1.6099509657022228,15.512296944848249,-4.044304054875671,13.39453967925367,13.39453967925367,1
MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD,55.612,142.651,19.198,7.528139204782055,,93.09948405014242,39.84581349339794,0.0783209970894719,64.09238200531234,0.0838979559238317,61.79161687147649,61.79161687147649,0
MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,79.0762,134.2072,8.745168,8.175790469338612,94.94499969482422,78.00732116699217,43.22098230057206,0.0775839203414342,64.0711725959844,0.0383541738385002,61.25768322882932,61.25768322882932,0
NAM,Namibia,Sub-Saharan Africa ,Lower middle income,IBRD,37.23172,107.39,2.653536,4.6764059264901805,,78.98601263284692,22.63376996526458,-0.8147064125482145,38.395486909224374,-2.0531712492806524,36.73763380116328,36.73763380116328,1
NER,Niger,Sub-Saharan Africa ,Low income,IDA,8.408795,43.704425,0.0654745499999999,0.3903992367460722,,24.22848011068402,4.12338104711413,-2.149039688537744,0.0,-5.186839283150043,0.0,0.0,1
NLD,Netherlands,Europe & Central Asia,High income,Not classified,92.10258,121.377,42.04256,11.112859060833005,,114.3323822021484,81.71477508544919,1.1105279218504427,93.79417254027432,2.8402459900137593,94.10573043120674,94.10573043120674,0
NOR,Norway,Europe & Central Asia,High income,Not classified,96.99156,108.7292,40.91656,9.714047819168622,,117.2586273193358,83.22619018554687,1.0041858326635664,90.73417518672984,2.620619029152236,91.53092838651466,91.53092838651466,0
NPL,Nepal,South Asia,Lower middle income,IDA,24.903640000000003,123.67372,2.0270406000000003,4.713620077622563,67.02851140032966,73.76975059509275,12.2465844412731,-1.042943057501185,31.827969429756344,-2.508009642537816,31.405324778768716,31.405324778768716,1
NZL,New Zealand,East Asia & Pacific,High income,Not classified,87.65274,126.6284,32.888239999999996,9.441800129050248,,114.8397232055664,80.83014984130858,0.8917053351073413,87.49754491663458,2.237551479358462,87.04002660198343,87.04002660198343,0
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,81.26408,147.2136,7.742806,5.0272512006122305,94.75666809082033,102.4017344181148,45.14330449388882,0.1243063357299515,65.41561174076011,0.0914813889745012,61.8805214342317,61.8805214342317,0
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Blend,13.91526,64.83898,0.9656356,4.111966792477259,58.046666463216134,36.35173156111484,8.93761108709341,-1.7647097870909525,11.05910642068074,-4.127775083564658,12.41596503387366,12.41596503387366,1
PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD,50.3539,122.248,7.258694,5.285116241394109,94.22250175476076,100.56679992675762,,-0.1769769575594262,56.74617438832532,-0.6359792379030645,53.35211899142638,53.35211899142638,1
PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD,40.965320000000006,121.868,3.570594,4.246242191727355,,82.09189529837643,33.21498459460398,-0.6435174557479337,43.321455157265376,-1.6957471656271177,40.9279037835156,40.9279037835156,1
POL,Poland,Europe & Central Asia,High income,IBRD,75.05214000000001,133.1606,19.8254,9.144657737863826,,109.6572998046872,70.353857421875,0.5672092204458414,78.16015781344616,1.3711033017118437,76.88220021002763,76.88220021002763,0
PRI,Puerto Rico (US),Latin America & Caribbean ,High income,Not classified,69.88874,97.77196,19.279739999999997,5.878260878293055,,91.58600362141932,101.05664868733513,0.1842520058273208,67.1405505044894,0.5013630532085143,66.68577914490476,66.68577914490476,0
PRT,Portugal,Europe & Central Asia,High income,Not classified,72.57102,113.738,34.50848,9.243375119008125,,117.4672088623048,64.08871688842775,0.6459169888758537,80.4249766160558,1.6711412033487578,80.39970188463731,80.39970188463731,0
PSE,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Not classified,62.98452,83.88912,7.089336,5.840687517091187,96.9440002441406,89.35146985861006,45.82046894895222,-0.2863616703332646,53.59862543413875,-0.9071156202057958,50.17344498526164,50.17344498526164,1
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,96.94078,144.9804,9.782506,6.046050703903937,,101.739093800142,17.21334994811306,0.0946663293890454,64.56271951665843,0.1692554536059988,62.79230758221493,62.79230758221493,0
ROU,Romania,Europe & Central Asia,High income,IBRD,64.67066,115.5304,24.2254,9.232978564361156,,88.2933334350586,50.84428939819336,0.1941647354316815,67.42578964721906,0.5205445627170767,66.9106540405423,66.9106540405423,0
RUS,Russian Federation,Europe & Central Asia,High income,IBRD,76.54112,157.8816,20.5951,8.26528439359098,,97.8696459935016,82.46417859794856,0.6518003946236054,80.59427182320856,1.4561105559932406,77.87878483369505,77.87878483369505,0
