country_iso3,country_name,region,income_group,lending_type,IT.NET.USER.ZS,IT.CEL.SETS.P2,IT.NET.BBND.P2,IT.NET.SECR.P6,SE.ADT.LITR.ZS,SE.SEC.ENRR,DII_equal_zmean,DII_equal_0100,DII_pca_pc1,DII_pca_0100,DII_primary
PAN,Panama,Latin America & Caribbean ,High income,IBRD,58.11798,135.2614,11.005674,7.247608852233474,,78.59867604573567,0.10802627432691136,58.6027306964672,0.17651836149852185,57.920286401236844,57.920286401236844
PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD,50.3539,122.248,7.258694,5.285116241394109,94.22250175476076,100.56679992675762,0.05171862124140294,57.01501034121542,-0.11615962794143803,54.165281454997135,54.165281454997135
PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD,40.965320000000006,121.868,3.570594,4.246242191727355,,82.09189529837643,-0.4193968266000031,43.73085543112807,-1.004261544115606,42.77109669112007,42.77109669112007
POL,Poland,Europe & Central Asia,High income,IBRD,75.05214000000001,133.1606,19.8254,9.144657737863826,,109.6572998046872,0.7366711023682548,76.32877919984313,1.6310492844790292,76.58165147587577,76.58165147587577
PRE,,,,,,71.30839305922592,0.557876456215696,3.5682261372356123,64.06327209472656,41.62844009399414,-1.3086488833919687,18.656402596554642,-2.4108526760657973,24.724790346332973,24.724790346332973
PRI,Puerto Rico (US),Latin America & Caribbean ,High income,Not classified,69.88874,97.77196,19.279739999999997,5.878260878293055,,91.58600362141932,0.07825853921984109,57.76336275322394,0.2181680088222626,58.45464374054017,58.45464374054017
PRT,Portugal,Europe & Central Asia,High income,Not classified,72.57102,113.738,34.50848,9.243375119008125,,117.4672088623048,0.8797569252411541,80.36340435422943,2.0095739863957895,81.43805400444012,81.43805400444012
PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD,59.541459999999994,118.5796,4.667118,5.26145999541082,94.35750007629396,,-0.03923254401268474,54.45043859128846,-0.3348335247388892,51.3597354497811,51.3597354497811
PSE,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Not classified,62.98452,83.88912,7.089336,5.840687517091187,96.9440002441406,89.35146985861006,-0.07783361154320874,53.3619950619588,-0.41248492382266394,50.36348223579685,50.36348223579685
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,96.94078,144.9804,9.782506,6.046050703903937,,101.739093800142,0.5337100634078501,70.6058382633576,1.1368398711339145,70.24103530880382,70.24103530880382
ROU,Romania,Europe & Central Asia,High income,IBRD,64.67066,115.5304,24.2254,9.232978564361156,,88.2933334350586,0.45406649714304936,68.36010958538485,1.0305417975961477,68.87725051352815,68.87725051352815
RUS,Russian Federation,Europe & Central Asia,High income,IBRD,76.54112,157.8816,20.5951,8.26528439359098,,97.8696459935016,0.7592967475131834,76.96675992499878,1.6072813134051525,76.27671276451157,76.27671276451157
RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA,16.971600000000002,75.1318,0.13436512,3.3949356222981217,,40.57299061605822,-1.3325223579891432,17.98323652602141,-2.966978008415998,17.589804289813713,17.589804289813713
SAS,,,,,20.16,82.08,1.6,4.943053674832647,73.71763153076174,74.21630401611328,-0.8491654676415696,31.612566316957935,-2.0146415031687885,29.80810705501532,29.80810705501532
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,85.54116,146.87539999999998,21.67288,5.047224383383851,,105.0280248392908,0.5845796297555765,72.0402195868069,1.2347879327379578,71.49769098182368,71.49769098182368
SDN,Sudan,Sub-Saharan Africa ,Low income,IDA,20.8,68.95884,0.06968936,1.237651242678188,,42.44871215820312,-1.4928889999448043,13.461339984716187,-3.319931214947192,13.061479358882478,13.061479358882478
SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA,31.14158,103.7498,0.7623108000000001,2.542517403095932,47.00600051879884,,-1.270524610588593,19.73140183097788,-2.04548078075951,29.412444777461737,29.412444777461737
SGP,Singapore,East Asia & Pacific,High income,Not classified,85.00649999999999,152.3354,26.961220000000004,10.963138967466127,97.18000030517578,106.396495310513,1.105552755548836,86.73022336133782,2.6452706177541163,89.59392523898718,89.59392523898718
SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA,12.298104,85.69388000000001,,1.2326434421910617,46.908536774205274,45.5667236328125,-1.7296152619790728,6.786312981127518,-3.058041221976614,16.421479954953732,16.421479954953732
SLV,El Salvador,Latin America & Caribbean ,Upper middle income,IBRD,36.78232,155.533,7.139904,4.2743436255327625,88.5480010986328,67.38222048577009,-0.2012429989326269,49.88219106285095,-0.7890591718285442,45.5321036733216,45.5321036733216
SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD,70.69641999999999,124.9654,21.22944,8.36506327658175,,95.5917724609375,0.5054040984271035,69.80768820182465,1.1214555615666515,70.0436574375464,70.0436574375464
SSA,,,,,20.66,75.76576812948474,0.4300163889392959,6.1476508366115565,65.84715118408204,43.10391159057616,-1.1069601551313235,24.343467884073846,-2.519614537608478,23.329395602654156,23.329395602654156
SSF,,,,,20.18,73.47999999999999,0.42,6.063334894427864,65.85149230957032,43.105874633789064,-1.127495068164696,23.76444003208899,-2.5697680814533803,22.685934830050712,22.685934830050712
SST,,,,,54.86,112.2,12.2,8.566776279960505,87.09783020019532,73.52689514160157,0.04128821980051147,56.72090181824072,0.05756250730937749,56.39410460082497,56.39410460082497
STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA,33.744,83.77162000000001,0.7160964,3.644782583664309,,85.57453664143884,-0.7776057117949082,33.63035386001275,-1.7147018913468077,33.65627728510295,33.65627728510295
SVK,Slovak Republic,Europe & Central Asia,High income,Not classified,80.60778,130.3384,26.17258,9.090713820726853,,91.5417984008789,0.7126138049619766,75.65042983361596,1.5844365384058676,75.98361848952973,75.98361848952973
SVN,Slovenia,Europe & Central Asia,High income,Not classified,78.0682,117.6382,29.02814,9.932726036375689,,112.8786987304688,0.8823199746982269,80.43567527250643,2.0105348393096865,81.45038157116694,81.45038157116694
SWE,Sweden,Europe & Central Asia,High income,Not classified,91.40156,125.87839999999998,37.823699999999995,9.52273498030423,,139.0256927490234,1.3359506647864534,93.22680828823047,3.025617133230125,94.47370130151351,94.47370130151351
SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD,63.834860000000006,149.0972,15.77518,11.277139838222904,,103.04302358853388,0.8033542424387546,78.20905964202844,1.7386996003471873,77.9627852923363,77.9627852923363
TCD,Chad,Sub-Saharan Africa ,Low income,IDA,6.0600000000000005,40.84032,0.0231811652,0.3961723822372215,,26.52252976270518,-1.970288221676952,0.0,-4.337987801449814,0.0,0.0
TEA,,,,,54.6,114.72,19.4,6.1181931827130915,95.80085754394533,85.60261840820313,0.1645966576370184,60.19785931867162,0.17979008897904974,57.96226206498811,57.96226206498811
TEC,,,,,67.34,126.46,17.080000000000002,8.305058809688864,99.10951995849612,99.59559020996082,0.5448404199448433,70.91968358751198,1.1264316784395803,70.10750010472705,70.10750010472705
TGO,Togo,Sub-Saharan Africa ,Low income,IDA,13.4035,71.37483999999999,0.5607494,2.120992236896622,63.73609736658173,,-1.4145167279216244,15.671221675035754,-2.6705732143526753,21.392623456115455,21.392623456115455
THA,Thailand,East Asia & Pacific,Upper middle income,IBRD,52.63658,168.4172,11.51209,6.4206519743230315,92.47249984741212,97.74504487453136,0.3966150104017698,66.74013627909049,0.7363301195728267,65.10256862394354,65.10256862394354
TLA,,,,,60.760000000000005,109.08,12.36,6.781590443649387,93.81752471923828,96.56899566650392,0.17589969391990679,60.516573734902714,0.28039504620453665,59.253005221727726,59.253005221727726
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Blend,23.92092,116.9432,0.0912362875,3.0366034758857636,,79.95127263650264,-0.7406107756850159,34.673508917704744,-1.734710351130251,33.399572414343005,33.399572414343005
TSA,,,,,20.16,82.08,1.6,4.943053674832647,73.71763153076174,74.21630401611328,-0.8491654676415696,31.612566316957935,-2.0146415031687885,29.80810705501532,29.80810705501532
TSS,,,,,20.14,73.47999999999999,0.42,6.063334894427864,65.85149230957032,43.105874633789064,-1.127749451355717,23.757267128437608,-2.5704853200622133,22.67673279019471,22.67673279019471
TUR,Turkiye,Europe & Central Asia,Upper middle income,IBRD,64.35936,93.43212,14.32924,8.002540230845641,96.08749961853027,110.5587783813478,0.33313073979733604,64.95005512397817,0.7111078562328008,64.77897160942808,64.77897160942808
TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA,14.00984,75.75054,1.0847318,3.00774084169765,,27.37612963322468,-1.4675168086969,14.176765726941024,-3.2805282056927583,13.567012743645188,13.567012743645188
UKR,Ukraine,Europe & Central Asia,Upper middle income,IBRD,58.69061999999999,132.9824,12.99878,8.275739105198594,,87.22547305877866,0.2716357973281304,63.216067529873975,0.560063682780143,62.841102555794414,62.841102555794414
URY,Uruguay,Latin America & Caribbean ,High income,IBRD,73.07430000000001,143.9646,28.15034,6.921737885201577,98.63399810791016,114.8332625462108,0.8149875185093481,78.53708590850229,1.8214471448327823,79.02442111752137,79.02442111752137
USA,United States,North America,High income,Not classified,85.06054,103.2442,32.5834,10.765091628520745,,98.94276580810548,0.8536587801388235,79.62750871762105,1.9920510190523975,81.21323754600695,81.21323754600695
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend,52.77826,78.89468,9.664,5.330283351879611,99.84780097961423,94.01784706923432,-0.10630214301371828,52.55926107425001,-0.5494372223192131,48.60640935430867,48.60640935430867
VEN,"Venezuela, RB",Latin America & Caribbean ,Not classified,IBRD,59.86666666666667,79.68075999999999,8.617418,5.228819155451834,96.97558243396657,85.97166697184247,-0.16092422751406787,51.01906909935474,-0.6326431564960576,47.53889247342398,47.53889247342398
VNM,Viet Nam,East Asia & Pacific,Lower middle income,IBRD,58.9299,134.07080000000002,11.70102,7.08848086326683,,91.6356162814644,0.20470660416204992,61.32884906972984,0.4008920993626265,60.798960322354645,60.798960322354645
WLD,,,,,46.62,101.16,13.14,8.353843254827245,86.45143280029295,75.31971130371093,-0.06735838125471968,53.65736763466623,-0.1980197880255569,53.115030608993905,53.115030608993905
WSM,Samoa,East Asia & Pacific,Upper middle income,IDA,37.372339999999994,56.5232,0.9088014,5.7057165631976074,99.12999979654948,,-0.5580844514642067,39.82024731744897,-1.4543874313918468,36.99606408143503,36.99606408143503
ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD,58.83668,154.60920000000002,2.086028,8.894729492395394,93.70999908447264,103.858140551377,0.4562746933145272,68.42237462073484,0.9265049279211358,67.54247654925263,67.54247654925263
,,,,,83.76,123.84,31.32,9.981930889116557,60.9899215698242,104.86168670654278,0.5111703785371192,69.9702813806036,1.9199749111702502,80.2885142959906,80.2885142959906
